Accession,PeptideCounts,Name,Gene.name,NDM_B1_01,NDM_B1_02,NDM_B1_03,NDM_B1_04,NDM_B1_05,NDM_B2_06,NDM_B2_07,NDM_B2_08,NDM_B2_09,NDM_B2_10,DM_B1_11,DM_B1_12,DM_B1_13,DM_B1_14,DM_B1_15,DM_B2_16,DM_B2_17,DM_B2_18,DM_B2_19,DM_B2_20,Number of samples imputed,Fold-change (DM/NDM,pValue,qValue,tStatistic,RepeatedlySignificant
O00592,4,Podocalyxin,PODXL,7762312.86911624,634354.644678153,4162620.82364941,4699390.62377469,5100704.55418714,6500309.43098028,4566971.8836425,15173897.5617936,5934160.61836313,7421140.3496753,3352635.64535946,824270.628799062,1191066.86244896,5639939.34314928,6793661.24029329,4003494.86998181,11945592.3793517,596968.225288925,4792392.66974136,12201285.8818098,0,0.82867552741564,0.338162339084765,0.626458497370308,-0.980551699184384,False
O00625,4,Pirin,PIR,2814913.50836292,1649248.51832255,1493777.73318341,2464215.73339502,7788234.93063405,8799896.52272034,5881608.19100027,6125459.69424791,4631335.22468781,4747582.50802826,5561297.64145774,2089991.63620181,6576617.99446461,7291865.19304703,3382374.79147975,6908924.55961189,7885437.20542617,10684504.9467649,6195512.07962561,7371084.74145891,3,1.37829198887744,0.0788293841514336,0.409944313545591,1.84897566473571,False
O00629,3,Importin subunit alpha-3,KPNA4,2914488.14167849,2443607.81618353,535453.041985052,1380185.02629567,780578.647894242,1962282.48458225,1605929.85382089,1431950.17678949,3065308.54159554,2661287.08477842,511646.209928607,4892578.63775793,3312498.81733597,909010.340910929,922513.162206478,5486774.49359208,5898125.01867947,7636223.50919101,3111995.97359378,3948923.40858726,7,1.9503834435974,0.0968533616794181,0.427872205634169,1.7393793434933,False
O00763,38,Acetyl-CoA carboxylase 2;Biotin carboxylase,ACACB,36743232.6789361,50858708.3352283,101507633.846373,65134503.0679814,19806150.6702064,33607105.1181969,89187913.0158871,31972435.165855,54378981.5528704,18502834.2021694,8549779.46139797,29163586.1330612,17117842.8199789,15213617.8920245,11059865.3964669,41312700.0210228,38922347.8818728,124108297.670398,7683310.50226081,49280397.6177285,0,0.682503664041061,0.0460360667328215,0.32800665024696,-2.12278399993809,False
O00764,17,Pyridoxal kinase,PDXK,175394525.331507,102899245.976911,95594962.2259936,150297919.873926,71038027.4614995,126631816.143752,166938075.445993,98508829.6241845,152446858.476327,91510503.125669,50966019.8439316,73378953.0978638,116688212.231266,90982052.1308793,68347157.9370727,89691946.6747524,98382857.7478992,155904989.80344,97549884.6491228,97573116.3434903,0,0.763010743270533,0.0525529201834227,0.347692777049084,-2.05685237918834,False
O14558,9,Heat shock protein beta-6,HSPB6,803720471.573138,911218183.793948,719927146.50459,1014891973.29324,860906031.439335,1268573048.70519,722378135.981184,702407798.401176,1040295750.29198,656805599.172197,605330095.650008,934268053.100035,923568979.123286,718996712.928425,867364175.842279,846217448.029109,844663772.494598,1000077826.91783,776342597.540242,807400943.674977,0,0.956684501010722,0.719590540106782,0.791353431452998,-0.363956009686602,False
O14561,3,"Acyl carrier protein, mitochondrial",NDUFAB1,13097219.6164086,8746027.25336715,18420847.180932,19395511.5010265,9742069.80667122,7659984.6886998,21004321.6703648,19173025.1422963,16579582.3394125,9142892.02567568,5194661.3016769,17836542.8707885,20886590.2429138,16336560.5451943,8207007.60905547,13070693.2904791,40087289.9486194,17539630.2552553,6049056.26216314,8980045.51708218,3,1.07852882134535,0.879483612734912,0.825812662811676,-0.153513392454957,False
O14578,3,Citron Rho-interacting kinase,CIT,3664914.08173573,3591827.80595035,10163244.8370548,8046383.8041866,813477.382393778,10847690.1740068,1254503.1008698,8111350.29982542,5052205.42049232,5378192.70884179,11209656.6873547,12502756.5408273,3703019.8246302,11772933.8335378,2145534.09074034,1739132.13535476,9377873.38631453,9971864.45445445,2446340.24472296,176332.989847652,9,1.14267592912044,0.821173615276816,0.817197073956267,-0.228932070971838,False
O14579,4,Coatomer subunit epsilon,COPE,6673977.88236358,2781303.68593668,5285934.67880014,1267669.1868259,11119665.8660265,1019076.40455897,8667475.96964587,2368866.00666177,10314803.9610098,8864288.05965889,1625271.12111904,5162291.51376346,2502349.82607696,1790057.73378323,12086952.0232497,7862213.18576915,13298109.8636255,9285586.55792156,1900967.77726533,7567558.49953832,1,1.08084388075384,0.812153865649177,0.813589620325639,0.240709459697654,False
O14617,4,AP-3 complex subunit delta-1,AP3D1,1176648.21972497,3201645.87978835,1784873.36225908,4144705.43086907,4565120.07158563,1125440.7633792,2247737.78734357,5652751.26757328,192351.028447579,2558519.49600371,731690.076656151,9780627.44154416,12857155.6294011,8535587.24662577,812217.334333334,9159610.59470386,679435.856864346,6533586.68063518,31645611.8909387,796448.859187442,6,3.05938476414196,0.224303789579174,0.566740821691144,1.25273147221958,False
O14618,5,Copper chaperone for superoxide dismutase,CCS,9722306.22890118,13430844.3934756,9945132.41602154,5684406.76459532,10263999.4928287,2976583.83375086,5399298.40378983,11185286.0415327,6166130.36721768,2124041.33840006,2217195.63921634,2726078.05532441,344552.508231719,7553375.52773006,5927901.66143304,10964028.1908227,5638840.14727491,7030138.92820093,6561778.38827094,1126139.79039705,2,0.651382477620858,0.0817206215351783,0.417224105855535,-1.83001863781501,False
O14639,12,Actin-binding LIM protein 1,ABLIM1,6907805.04187453,17825516.7176841,3112434.0910763,9917500.92930052,8101748.77723678,5939770.98432322,8295064.80118931,7998346.79582836,7075203.27369509,7045014.97609363,5336319.77743649,14096927.9907665,8189200.66997485,10275422.1537832,7074104.31643102,5860956.9029715,14403817.5879952,10464249.7110747,12533677.0270392,5542086.63204063,0,1.14058112883657,0.464221492735931,0.69086707470759,0.745752519483044,False
O14735,1,CDP-diacylglycerol--inositol 3-phosphatidyltransferase,CDIPT,3037095.94682968,1746753.78485235,3273688.77163208,2985637.64311945,2350483.78680594,1731090.2194324,2360456.44612585,3019065.49926491,1806392.00736681,2208202.72518376,959192.107469033,2392542.03354753,1637536.87706536,4645879.01218814,8203827.32674875,3147227.69246008,3453631.40758703,1970391.43279643,2391379.26528305,2641841.90720222,3,1.28241852609145,0.606739702779534,0.752218059563864,0.522709029823941,False
O14737,6,Programmed cell death protein 5,PDCD5,4399886.9538527,127434.872380619,2514604.23855067,22271762.9557875,2303079.08061425,3057096.5732494,10133896.7844147,4798527.21152256,1701447.31461684,3593997.98458574,7094979.20801507,1065242.48528135,1966267.38876119,6600670.67501022,5532245.63082016,9229883.13927633,6675889.88388956,9982069.33023933,6168722.41191897,11227546.0064635,2,1.19383326209693,0.201710001146789,0.544755748559004,1.31869152533494,False
O14745,12,Na(+)/H(+) exchange regulatory cofactor NHE-RF1,SLC9A3R1,21981685.4498927,12812958.5320098,18523975.1743107,32100306.5402076,22462535.9999119,19880147.2751918,9637072.08529333,40342937.8783424,28316596.7765699,24746248.6480411,18969512.8656816,12469891.2093319,9044890.63968739,19372862.9402863,34095517.4937351,16712020.0893471,19324755.4554622,17304067.7058877,25301446.7340387,13408670.2262235,0,0.805892710418913,0.290469879032616,0.603321843609166,-1.08489820374128,False
O14773,8,Tripeptidyl-peptidase 1,TPP1,31893976.2458966,41373016.1286514,30227439.8774391,30975098.8121331,40650807.5877415,20494272.4545629,60708826.4231827,42454454.7197464,61154210.9168089,91183727.5351459,41780716.7059605,44464223.7958782,20420310.7834176,32287850.0916155,45323359.6193113,49718203.0944006,63019955.3488595,68602277.4638275,56780573.9392295,42183446.8698061,0,1.02984840277067,0.677470966068038,0.771097269083542,0.421881310523978,False
O14791,9,Apolipoprotein L1,APOL1,2599273.91520407,8098146.13910268,1594421.27944889,6788212.84712142,3025133.28548767,3507543.4650732,1254337.21616224,4930507.74772581,3637299.09496002,2923707.89063727,9646740.49493608,2574991.96024372,2715918.51875389,3409571.89648262,1674418.63448628,6271257.88902365,21874524.6477791,3761517.21430521,6990328.56158437,5732055.51569714,0,1.6854461368917,0.17419993834367,0.523546616129746,1.40734076027936,False
O14807,4,Ras-related protein M-Ras,MRAS,4202492.62844041,1481536.64163897,2794663.94224442,4006291.34844465,3474074.36900053,2223584.12677686,6147604.31956155,2284199.24758798,8731398.43679813,3399133.03040034,3075140.65881735,438461.391665219,4095232.12025744,1750995.53529652,3567728.17800089,2225675.05417425,126215.378951965,4696538.95809446,1557434.6566739,4264874.45198523,7,0.665848779766907,0.107092034411954,0.447030877785058,-1.68474433426231,False
O14818,9,Proteasome subunit alpha type-7,PSMA7,22037243.5559749,66925375.3520203,50359274.221245,56723007.8327502,40154614.0794025,43004679.407277,52587940.5649241,42417531.0824221,27991688.007816,56747582.294655,41426958.4094305,56280865.8236367,52650457.2622299,51347298.1321063,34391861.9814064,62022698.9634122,56120051.9519808,72560068.4557285,46461058.7226442,63990706.4912281,0,1.17061394762081,0.184272783763983,0.53240815837221,1.37367181202202,False
O14841,8,5-oxoprolinase,OPLAH,2100337.9668881,4035710.06183313,3549165.51758155,2439247.1469219,2743289.40936509,2992500.68505205,1862885.26582054,2552110.29049894,8879160.5641901,2564188.05216585,899989.034658808,860766.469600587,4462678.43329998,713994.187845037,3297823.9374047,1375161.67804812,6155411.47461271,2251195.5981436,3753257.79869778,2539887.95706371,6,0.780286562958479,0.177439876973312,0.527958552151401,-1.39634519953187,False
O14880,4,Microsomal glutathione S-transferase 3,MGST3,43888488.235066,59468244.9287214,68248855.9817413,63880669.2883787,27469766.7562625,22895064.192493,50793897.4527381,38417756.6020399,60239932.7535711,33415138.2423464,20597111.3440146,45809944.1595751,31000439.629249,22727166.794683,30897888.1926183,30458992.1689913,38758107.2052821,32340101.7685868,46804169.2932718,39738808.8596491,0,0.72353283569114,0.0572827661817835,0.357247963014265,-2.01345518222567,False
O14907,2,Tax1-binding protein 3,TAX1BP3,3823605.48336651,1986143.42850271,2553511.61787082,1984300.0453402,2407465.01784573,8149162.58535651,5958661.63765865,2180898.93200404,14410165.6508849,9103701.19638907,3052251.40760418,2626792.05062522,3430846.73030639,8336836.33456033,4638586.3026328,3421063.93066505,7709080.41334934,7116200.04732005,6256274.76442395,5196863.65373961,0,0.985295756832954,0.475728797469369,0.69840672728157,0.726430366596632,False
P19105,7,Myosin regulatory light chain 12A;Myosin regulatory light chain 12B,MYL12A;MYL12B,16389641.2942332,8478767.09900297,11741590.8097714,10289651.7657809,15739628.6854745,8750686.92411414,7922570.69037898,12908675.3464118,9445022.34749798,5665555.16181403,10480555.0061431,16627423.2676276,14679404.391817,14709096.3460123,19564518.5177737,4921496.10010107,14906412.0081633,9115505.29484029,6532875.97074516,7380377.41920591,0,1.10794447930583,0.700287744237391,0.783891108026164,0.39033254123477,False
O14957,1,Cytochrome b-c1 complex subunit 10,UQCR11,1636307.0026107,1670924.20896771,1627783.56589117,1877751.47234329,1261623.37504976,1272857.33451376,1543557.20378095,1592009.85114399,2127438.81142754,1359319.76768001,1364491.08279807,1260080.48362577,1013010.12505033,1627491.9717063,1036862.96478375,1092020.23028098,1299270.31576537,1721392.46364546,1299003.09879725,1381223.79455217,10,0.819987288602206,0.167407546450904,0.521118528909864,-1.43093611664463,False
O14964,6,Hepatocyte growth factor-regulated tyrosine kinase substrate,HGS,2029720.73690011,3393542.4710634,2508.96018509776,520513.961125408,4530121.5828202,1041346.44338598,2345360.93773853,1525547.3039603,803700.039381008,3577792.58285164,1395575.31035632,1297828.94854261,2461132.15506098,1867723.47480573,1086384.43597438,3430962.5364059,1364543.8507563,2447894.57889708,2011032.09128451,1278466.77249447,8,0.942913403373659,0.329112877475328,0.620838122156971,0.999516614231072,False
O14974,7,Protein phosphatase 1 regulatory subunit 12A,PPP1R12A,389619.335674774,1623748.46689697,13539637.2921011,7479334.67356794,4366748.28314743,1442199.36831572,3798510.97590308,3572490.71450887,1504151.29224688,10951650.5052451,3681453.79987278,6141015.47653265,2727290.65361421,3651360.02527607,2971540.14076664,8323140.62866384,2399381.00550651,2371868.25429975,2846972.63628143,4310010.31532779,5,0.810059161987363,0.692788194420938,0.7797051644478,0.400656064301128,False
O14979,5,Heterogeneous nuclear ribonucleoprotein D-like,HNRNPDL,1190561.90194381,2428376.5280974,2133682.50301095,2994717.12910968,3449301.93556217,3720298.71079917,3915685.20475593,2342160.77129468,5044649.40261432,5416472.13516021,985579.877105637,5324036.78437383,1370266.4364369,5454948.10961145,1677165.24193299,2531625.08963008,1857894.12355342,1149982.72290392,3461698.32365708,2359543.63250231,7,0.801961501034867,0.224451467440781,0.566740821691144,-1.25231759158753,False
O14980,11,Exportin-1,XPO1,4020474.42448368,3375078.92185587,4963112.80861772,4348965.70019952,6082115.31982926,2809987.45679836,14907229.2442531,21097994.6292383,12419574.7188033,16219406.4022693,9977380.37647352,13962392.7071223,1772546.74513973,3874572.58805726,5007638.73217344,15765985.4032747,11484282.5008403,14710328.4438984,7555784.92317779,6771043.26408126,4,1.00706990475518,0.78855476476439,0.811510678024041,0.271694172855724,False
O15013,2,Rho guanine nucleotide exchange factor 10,ARHGEF10,2304814.58656919,288712.037986582,2765861.53150969,4027076.30402221,1009434.301714,1391526.81707487,1605763.96911334,1413574.22705136,1452182.68039709,645395.129062299,1258681.32848248,4603967.35623348,19463282.4563942,2125641.00453988,4956469.97501779,2890904.95705766,1266448.18981993,1177727.70620621,1733976.03156086,2490078.99471516,7,2.48262718723732,0.0513419409971273,0.343437740628752,2.06852533654884,False
O15061,20,Synemin,SYNM,6831231.47827436,8142934.69096554,11422675.3029746,14561766.1024203,6492517.05060698,20557939.8597676,23548993.0842283,5990731.35247634,19901711.5331057,11605201.6862913,4229894.15789474,6952167.2216192,10342830.2984126,6496785.10212679,4125838.05981809,7584145.48251466,23682069.5803121,26153395.8240058,10307683.8175981,4851441.54662973,0,0.811481006677434,0.206573192453742,0.545684645187056,-1.3040263551605,False
O15067,9,Phosphoribosylformylglycinamidine synthase,PFAS,1614687.65263525,7570572.95976911,4568882.61574732,4184154.67549015,1473221.17409505,3899761.20922013,4291603.26910446,1401123.23306993,4615215.71988141,5626475.46874331,1142561.719218,1340391.5815532,965014.092836475,3546862.91112474,1152808.96869876,8329185.57873459,5084370.80302521,2702336.14846665,1208070.34658166,6654884.79224377,1,0.818598944543982,0.217131484861593,0.55792310220854,-1.27308960468295,False
O15143,6,Actin-related protein 2/3 complex subunit 1B,ARPC1B,1577178.78793461,4079272.64968515,5168242.50603876,4455392.64465791,6135901.00966102,3746921.86004628,4018888.80988728,5253718.37769916,4994611.77311113,9062354.08085349,5072311.22757671,11384019.0390983,2384256.52340518,7807853.13783231,4925558.02576085,10345932.0460885,5639109.39428571,1130785.27759578,5839978.54006149,6406903.04893813,8,1.25662170958514,0.608155691555173,0.752218059563864,0.520639234651343,False
O15144,10,Actin-related protein 2/3 complex subunit 2,ARPC2,5505445.97726627,5296900.10525625,2846801.38085843,4518017.08220802,3683361.76937143,6151332.46620159,16603400.3789829,14498967.8190756,17181545.0970263,14582860.8938129,4833765.7763573,5646480.34813882,4890523.41815625,21104289.1550102,7462098.75785045,13548244.3460683,18154428.4484994,15257990.1110201,19479553.332429,14310723.7303786,0,1.37217974287114,0.0654361972531476,0.373037489620656,1.94564182867266,False
O15145,6,Actin-related protein 2/3 complex subunit 3,ARPC3,7494546.95349859,7494072.80549239,8504778.10849901,17221839.3193187,10786340.9578312,16942161.8058463,15759876.6410757,18008430.7433612,22176072.9143833,32895631.7423107,13429471.7534451,12029658.0652281,9405766.38592174,27130263.9235174,16499882.8403923,10156271.7376188,21117043.057383,22422663.3183183,23852100.3581118,26491432.9686057,0,1.16054298105929,0.277156354121295,0.593267493743694,1.11619974658657,False
O15173,8,Membrane-associated progesterone receptor component 2,PGRMC2,45817320.7440484,76089864.9877558,28177380.3726988,36005566.4071943,24270245.1298773,30556375.2854679,18504439.1275406,30436240.1153175,37315814.069266,6178859.59451937,37625608.2932094,52959168.1218884,49638105.0947835,14292483.8572597,41511357.5998515,41602857.6244188,28460306.5320528,33972031.4878515,29648640.7618918,32164612.7331487,0,1.08556438004595,0.390610759723946,0.65797460515182,0.87693248370814,False
